"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"C331","SMD_0805_CAPC2012X145N","984.252mil","2169.291mil","984.252mil","2169.291mil","984.252mil","2204.724mil","T","270.00","22uF"
"C30","SMD_0603_CAPC1608X95N","2358.268mil","3299.213mil","2358.268mil","3299.213mil","2358.268mil","3267.716mil","T","90.00","220nF"
"C3","SMD_0603_CAPC1608X95N","3608.268mil","399.606mil","3608.268mil","399.606mil","3608.268mil","431.102mil","T","270.00","1nF"
"C275","SMD_0805_CAPC2012X145N","2362.331mil","2946.252mil","2362.331mil","2946.252mil","2397.764mil","2946.252mil","T","180.00","22uF"
"C274","SMD_0805_CAPC2012X145N","2362.331mil","2867.511mil","2362.331mil","2867.511mil","2397.764mil","2867.511mil","T","180.00","22uF"
"C272","SMD_0805_CAPC2012X145N","2362.331mil","2788.771mil","2362.331mil","2788.771mil","2397.764mil","2788.771mil","T","180.00","22uF"
"C271","SMD_0805_CAPC2012X145N","2362.331mil","2710.031mil","2362.331mil","2710.031mil","2397.764mil","2710.031mil","T","180.00","22uF"
"C269","SMD_0805_CAPC2012X145N","2362.331mil","2631.291mil","2362.331mil","2631.291mil","2397.764mil","2631.291mil","T","180.00","22uF"
"C268","SMD_0805_CAPC2012X145N","897.764mil","2946.252mil","897.764mil","2946.252mil","933.197mil","2946.252mil","T","180.00","22uF"
"C266","SMD_0805_CAPC2012X145N","2362.331mil","2552.551mil","2362.331mil","2552.551mil","2397.764mil","2552.551mil","T","180.00","22uF"
"C265","SMD_0805_CAPC2012X145N","3082.677mil","2208.661mil","3082.677mil","2208.661mil","3047.244mil","2208.661mil","T","0.00","22uF"
"C264","SMD_0805_CAPC2012X145N","3082.677mil","2287.402mil","3082.677mil","2287.402mil","3047.244mil","2287.402mil","T","0.00","22uF"
"C263","SMD_0805_CAPC2012X145N","897.764mil","2867.511mil","897.764mil","2867.511mil","933.197mil","2867.511mil","T","180.00","22uF"
"C26","SMD_0603_CAPC1608X95N","2354.782mil","3096.05mil","2354.782mil","3096.05mil","2323.286mil","3096.05mil","T","0.00","100nF"
"C257","SMD_0603_CAPC1608X95N","3090.551mil","3299.213mil","3090.551mil","3299.213mil","3090.551mil","3267.716mil","T","90.00","220nF"
"C25","SMD_0805_CAPC2012X145N","885.827mil","3401.575mil","885.827mil","3401.575mil","850.394mil","3401.575mil","T","0.00","10uF"
"C24","SMD_0805_CAPC2012X145N","885.827mil","3480.315mil","885.827mil","3480.315mil","850.394mil","3480.315mil","T","0.00","10uF"
"C236","SMD_0805_CAPC2012X145N","2165.354mil","511.811mil","2165.354mil","511.811mil","2129.921mil","511.811mil","T","0.00","22uF"
"C235","SMD_0805_CAPC2012X145N","2165.354mil","433.071mil","2165.354mil","433.071mil","2129.921mil","433.071mil","T","0.00","22uF"
"C234","SMD_0805_CAPC2012X145N","1850.394mil","196.85mil","1850.394mil","196.85mil","1850.394mil","232.284mil","T","270.00","22uF"
"C233","SMD_0603_CAPC1608X95N","1637.795mil","913.386mil","1637.795mil","913.386mil","1637.795mil","944.882mil","T","270.00","470nF"
"C232","SMD_0402_CAPC1005X55N","2460.63mil","937.008mil","2460.63mil","937.008mil","2460.63mil","954.724mil","T","270.00","100nF"
"C231","SMD_0805_CAPC2012X145N","2480.315mil","1055.118mil","2480.315mil","1055.118mil","2480.315mil","1019.685mil","T","90.00","22uF"
"C230","SMD_0805_CAPC2012X145N","1929.134mil","196.85mil","1929.134mil","196.85mil","1929.134mil","232.284mil","T","270.00","22uF"
"C23","SMD_0805_CAPC2012X145N","885.827mil","3637.795mil","885.827mil","3637.795mil","850.394mil","3637.795mil","T","0.00","10uF"
"C229","SMD_0805_CAPC2012X145N","196.85mil","433.071mil","196.85mil","433.071mil","232.284mil","433.071mil","T","180.00","22uF"
"C228","SMD_0805_CAPC2012X145N","196.85mil","511.811mil","196.85mil","511.811mil","232.284mil","511.811mil","T","180.00","22uF"
"C227","SMD_0603_CAPC1608X95N","1771.653mil","645.669mil","1771.653mil","645.669mil","1771.653mil","614.173mil","T","90.00","470nF"
"C226","SMD_0805_CAPC2012X145N","2165.354mil","1535.433mil","2165.354mil","1535.433mil","2129.921mil","1535.433mil","T","0.00","22uF"
"C225","SMD_0805_CAPC2012X145N","2165.354mil","1614.173mil","2165.354mil","1614.173mil","2129.921mil","1614.173mil","T","0.00","22uF"
"C224","SMD_0805_CAPC2012X145N","2165.354mil","1692.913mil","2165.354mil","1692.913mil","2129.921mil","1692.913mil","T","0.00","22uF"
"C223","SMD_0805_CAPC2012X145N","2165.354mil","1771.653mil","2165.354mil","1771.653mil","2129.921mil","1771.653mil","T","0.00","22uF"
"C222","SMD_0805_CAPC2012X145N","2165.354mil","1850.394mil","2165.354mil","1850.394mil","2129.921mil","1850.394mil","T","0.00","22uF"
"C221","SMD_0805_CAPC2012X145N","2165.354mil","1929.134mil","2165.354mil","1929.134mil","2129.921mil","1929.134mil","T","0.00","22uF"
"C220","SMD_0805_CAPC2012X145N","2165.354mil","1062.992mil","2165.354mil","1062.992mil","2129.921mil","1062.992mil","T","0.00","22uF"
"C22","SMD_0603_CAPC1608X95N","2354.782mil","3202.35mil","2354.782mil","3202.35mil","2386.278mil","3202.35mil","T","180.00","10uF"
"C219","SMD_0805_CAPC2012X145N","2165.354mil","1141.732mil","2165.354mil","1141.732mil","2129.921mil","1141.732mil","T","0.00","22uF"
"C218","SMD_0805_CAPC2012X145N","2165.354mil","1220.472mil","2165.354mil","1220.472mil","2129.921mil","1220.472mil","T","0.00","22uF"
"C217","SMD_0805_CAPC2012X145N","2165.354mil","1299.213mil","2165.354mil","1299.213mil","2129.921mil","1299.213mil","T","0.00","22uF"
"C21","SMD_0805_CAPC2012X145N","885.827mil","3559.055mil","885.827mil","3559.055mil","850.394mil","3559.055mil","T","0.00","10uF"
"C206","SMD_0805_CAPC2012X145N","2165.354mil","1377.953mil","2165.354mil","1377.953mil","2129.921mil","1377.953mil","T","0.00","22uF"
"C205","SMD_0805_CAPC2012X145N","2362.331mil","2395.07mil","2362.331mil","2395.07mil","2397.764mil","2395.07mil","T","180.00","22uF"
"C203","SMD_0805_CAPC2012X145N","2362.331mil","2473.811mil","2362.331mil","2473.811mil","2397.764mil","2473.811mil","T","180.00","22uF"
"C202","SMD_0805_CAPC2012X145N","2716.535mil","2169.291mil","2716.535mil","2169.291mil","2716.535mil","2204.724mil","T","270.00","22uF"
"C200","SMD_0805_CAPC2012X145N","2795.276mil","2169.291mil","2795.276mil","2169.291mil","2795.276mil","2204.724mil","T","270.00","22uF"
"C20","SMD_0805_CAPC2012X145N","751.968mil","3803.15mil","751.968mil","3803.15mil","751.968mil","3767.716mil","T","90.00","10uF"
"C2","SMD_0603_CAPC1608X95N","2940.945mil","692.913mil","2940.945mil","692.913mil","2972.441mil","692.913mil","T","180.00","10uF"
"C199","SMD_0805_CAPC2012X145N","2874.016mil","2169.291mil","2874.016mil","2169.291mil","2874.016mil","2204.724mil","T","270.00","22uF"
"C197","SMD_0805_CAPC2012X145N","2952.756mil","2169.291mil","2952.756mil","2169.291mil","2952.756mil","2204.724mil","T","270.00","22uF"
"C196","SMD_0805_CAPC2012X145N","897.764mil","2788.771mil","897.764mil","2788.771mil","933.197mil","2788.771mil","T","180.00","22uF"
"C194","SMD_0805_CAPC2012X145N","897.764mil","2710.031mil","897.764mil","2710.031mil","933.197mil","2710.031mil","T","180.00","22uF"
"C193","SMD_0805_CAPC2012X145N","897.764mil","2631.291mil","897.764mil","2631.291mil","933.197mil","2631.291mil","T","180.00","22uF"
"C191","SMD_0805_CAPC2012X145N","897.764mil","2552.551mil","897.764mil","2552.551mil","933.197mil","2552.551mil","T","180.00","22uF"
"C190","SMD_0805_CAPC2012X145N","1377.953mil","2169.291mil","1377.953mil","2169.291mil","1377.953mil","2204.724mil","T","270.00","22uF"
"C19","SMD_0805_CAPC2012X145N","196.85mil","1692.913mil","196.85mil","1692.913mil","232.284mil","1692.913mil","T","180.00","22uF"
"C188","SMD_0805_CAPC2012X145N","1456.693mil","2169.291mil","1456.693mil","2169.291mil","1456.693mil","2204.724mil","T","270.00","22uF"
"C187","SMD_0805_CAPC2012X145N","3082.677mil","2551.181mil","3082.677mil","2551.181mil","3047.244mil","2551.181mil","T","0.00","22uF"
"C186","SMD_0805_CAPC2012X145N","2165.354mil","1456.693mil","2165.354mil","1456.693mil","2129.921mil","1456.693mil","T","0.00","22uF"
"C185","SMD_0805_CAPC2012X145N","2165.354mil","590.551mil","2165.354mil","590.551mil","2129.921mil","590.551mil","T","0.00","22uF"
"C184","SMD_0805_CAPC2012X145N","2165.354mil","669.291mil","2165.354mil","669.291mil","2129.921mil","669.291mil","T","0.00","22uF"
"C183","SMD_0805_CAPC2012X145N","2165.354mil","748.032mil","2165.354mil","748.032mil","2129.921mil","748.032mil","T","0.00","22uF"
"C182","SMD_0805_CAPC2012X145N","2165.354mil","826.772mil","2165.354mil","826.772mil","2129.921mil","826.772mil","T","0.00","22uF"
"C181","SMD_0805_CAPC2012X145N","2165.354mil","905.512mil","2165.354mil","905.512mil","2129.921mil","905.512mil","T","0.00","22uF"
"C180","SMD_0805_CAPC2012X145N","2165.354mil","984.252mil","2165.354mil","984.252mil","2129.921mil","984.252mil","T","0.00","22uF"
"C18","SMD_0805_CAPC2012X145N","196.85mil","1614.173mil","196.85mil","1614.173mil","232.284mil","1614.173mil","T","180.00","22uF"
"C179","SMD_0805_CAPC2012X145N","1377.953mil","196.85mil","1377.953mil","196.85mil","1377.953mil","232.284mil","T","270.00","22uF"
"C178","SMD_0805_CAPC2012X145N","1456.693mil","196.85mil","1456.693mil","196.85mil","1456.693mil","232.284mil","T","270.00","22uF"
"C177","SMD_0805_CAPC2012X145N","1535.433mil","196.85mil","1535.433mil","196.85mil","1535.433mil","232.284mil","T","270.00","22uF"
"C176","SMD_0805_CAPC2012X145N","897.764mil","2395.07mil","897.764mil","2395.07mil","933.197mil","2395.07mil","T","180.00","22uF"
"C175","SMD_0805_CAPC2012X145N","897.764mil","2473.811mil","897.764mil","2473.811mil","933.197mil","2473.811mil","T","180.00","22uF"
"C173","SMD_0805_CAPC2012X145N","1062.992mil","2169.291mil","1062.992mil","2169.291mil","1062.992mil","2204.724mil","T","270.00","22uF"
"C172","SMD_0805_CAPC2012X145N","1141.732mil","2169.291mil","1141.732mil","2169.291mil","1141.732mil","2204.724mil","T","270.00","22uF"
"C170","SMD_0805_CAPC2012X145N","1220.472mil","2169.291mil","1220.472mil","2169.291mil","1220.472mil","2204.724mil","T","270.00","22uF"
"C17","SMD_0402_CAPC1005X55N","2511.811mil","1271.653mil","2511.811mil","1271.653mil","2511.811mil","1253.937mil","T","90.00","100nF"
"C169","SMD_0805_CAPC2012X145N","1630.047mil","2946.252mil","1630.047mil","2946.252mil","1665.48mil","2946.252mil","T","180.00","22uF"
"C168","SMD_0805_CAPC2012X145N","1614.173mil","196.85mil","1614.173mil","196.85mil","1614.173mil","232.284mil","T","270.00","22uF"
"C166","SMD_0805_CAPC2012X145N","1630.047mil","2867.511mil","1630.047mil","2867.511mil","1665.48mil","2867.511mil","T","180.00","22uF"
"C165","SMD_0805_CAPC2012X145N","1692.913mil","196.85mil","1692.913mil","196.85mil","1692.913mil","232.284mil","T","270.00","22uF"
"C164","SMD_0805_CAPC2012X145N","1771.653mil","196.85mil","1771.653mil","196.85mil","1771.653mil","232.284mil","T","270.00","22uF"
"C163","SMD_0805_CAPC2012X145N","905.512mil","196.85mil","905.512mil","196.85mil","905.512mil","232.284mil","T","270.00","22uF"
"C162","SMD_0805_CAPC2012X145N","984.252mil","196.85mil","984.252mil","196.85mil","984.252mil","232.284mil","T","270.00","22uF"
"C161","SMD_0805_CAPC2012X145N","1062.992mil","196.85mil","1062.992mil","196.85mil","1062.992mil","232.284mil","T","270.00","22uF"
"C160","SMD_0805_CAPC2012X145N","1141.732mil","196.85mil","1141.732mil","196.85mil","1141.732mil","232.284mil","T","270.00","22uF"
"C16","SMD_0805_CAPC2012X145N","2618.11mil","1279.527mil","2618.11mil","1279.527mil","2582.677mil","1279.527mil","T","0.00","22uF"
"C159","SMD_0805_CAPC2012X145N","1220.472mil","196.85mil","1220.472mil","196.85mil","1220.472mil","232.284mil","T","270.00","22uF"
"C158","SMD_0805_CAPC2012X145N","1299.213mil","196.85mil","1299.213mil","196.85mil","1299.213mil","232.284mil","T","270.00","22uF"
"C157","SMD_0805_CAPC2012X145N","433.071mil","196.85mil","433.071mil","196.85mil","433.071mil","232.284mil","T","270.00","22uF"
"C156","SMD_0805_CAPC2012X145N","511.811mil","196.85mil","511.811mil","196.85mil","511.811mil","232.284mil","T","270.00","22uF"
"C155","SMD_0805_CAPC2012X145N","590.551mil","196.85mil","590.551mil","196.85mil","590.551mil","232.284mil","T","270.00","22uF"
"C154","SMD_0805_CAPC2012X145N","669.291mil","196.85mil","669.291mil","196.85mil","669.291mil","232.284mil","T","270.00","22uF"
"C153","SMD_0805_CAPC2012X145N","748.032mil","196.85mil","748.032mil","196.85mil","748.032mil","232.284mil","T","270.00","22uF"
"C152","SMD_0805_CAPC2012X145N","826.772mil","196.85mil","826.772mil","196.85mil","826.772mil","232.284mil","T","270.00","22uF"
"C151","SMD_0805_CAPC2012X145N","196.85mil","984.252mil","196.85mil","984.252mil","232.284mil","984.252mil","T","180.00","22uF"
"C150","SMD_0805_CAPC2012X145N","196.85mil","905.512mil","196.85mil","905.512mil","232.284mil","905.512mil","T","180.00","22uF"
"C15","SMD_0603_CAPC1608X95N","3094.488mil","1649.606mil","3094.488mil","1649.606mil","3094.488mil","1681.102mil","T","270.00","10uF"
"C149","SMD_0805_CAPC2012X145N","196.85mil","826.772mil","196.85mil","826.772mil","232.284mil","826.772mil","T","180.00","22uF"
"C148","SMD_0805_CAPC2012X145N","196.85mil","748.032mil","196.85mil","748.032mil","232.284mil","748.032mil","T","180.00","22uF"
"C147","SMD_0805_CAPC2012X145N","1630.047mil","2788.771mil","1630.047mil","2788.771mil","1665.48mil","2788.771mil","T","180.00","22uF"
"C145","SMD_0805_CAPC2012X145N","1630.047mil","2710.031mil","1630.047mil","2710.031mil","1665.48mil","2710.031mil","T","180.00","22uF"
"C144","SMD_0805_CAPC2012X145N","1630.047mil","2631.291mil","1630.047mil","2631.291mil","1665.48mil","2631.291mil","T","180.00","22uF"
"C142","SMD_0805_CAPC2012X145N","1630.047mil","2552.551mil","1630.047mil","2552.551mil","1665.48mil","2552.551mil","T","180.00","22uF"
"C141","SMD_0805_CAPC2012X145N","2401.567mil","2169.202mil","2401.567mil","2169.202mil","2401.567mil","2204.635mil","T","270.00","22uF"
"C14","SMD_0805_CAPC2012X145N","2799.213mil","1500mil","2799.213mil","1500mil","2799.213mil","1464.567mil","T","90.00","22uF"
"C139","SMD_0805_CAPC2012X145N","2480.307mil","2169.202mil","2480.307mil","2169.202mil","2480.307mil","2204.635mil","T","270.00","22uF"
"C138","SMD_0805_CAPC2012X145N","1630.047mil","2395.07mil","1630.047mil","2395.07mil","1665.48mil","2395.07mil","T","180.00","22uF"
"C131","SMD_0805_CAPC2012X145N","1630.047mil","2473.811mil","1630.047mil","2473.811mil","1665.48mil","2473.811mil","T","180.00","22uF"
"C130","SMD_0805_CAPC2012X145N","1692.913mil","2169.291mil","1692.913mil","2169.291mil","1692.913mil","2204.724mil","T","270.00","22uF"
"C13","SMD_1210_CAPC3225X279N","2692.913mil","1523.622mil","2692.913mil","1523.622mil","2692.913mil","1582.677mil","T","270.00","220uF"
"C128","SMD_0805_CAPC2012X145N","1771.653mil","2169.291mil","1771.653mil","2169.291mil","1771.653mil","2204.724mil","T","270.00","22uF"
"C127","SMD_0805_CAPC2012X145N","2736.22mil","3716.535mil","2736.22mil","3716.535mil","2771.654mil","3716.535mil","T","180.00","10uF"
"C126","SMD_0805_CAPC2012X145N","2736.22mil","3559.055mil","2736.22mil","3559.055mil","2771.654mil","3559.055mil","T","180.00","10uF"
"C125","SMD_0603_CAPC1608X95N","1625.984mil","3299.213mil","1625.984mil","3299.213mil","1625.984mil","3267.716mil","T","90.00","220nF"
"C124","SMD_0805_CAPC2012X145N","2736.22mil","3795.276mil","2736.22mil","3795.276mil","2771.654mil","3795.276mil","T","180.00","10uF"
"C123","SMD_0805_CAPC2012X145N","2736.22mil","3637.795mil","2736.22mil","3637.795mil","2771.654mil","3637.795mil","T","180.00","10uF"
"C122","SMD_0805_CAPC2012X145N","3082.677mil","3716.535mil","3082.677mil","3716.535mil","3047.244mil","3716.535mil","T","0.00","10uF"
"C121","SMD_0603_CAPC1608X95N","1622.498mil","3096.05mil","1622.498mil","3096.05mil","1591.002mil","3096.05mil","T","0.00","100nF"
"C120","SMD_0805_CAPC2012X145N","3082.677mil","3795.276mil","3082.677mil","3795.276mil","3047.244mil","3795.276mil","T","0.00","10uF"
"C12","SMD_0603_CAPC1608X95N","3173.425mil","2055.118mil","3173.425mil","2055.118mil","3173.425mil","2023.622mil","T","90.00","10uF"
"C119","SMD_0805_CAPC2012X145N","2870.079mil","3803.15mil","2870.079mil","3803.15mil","2870.079mil","3767.716mil","T","90.00","10uF"
"C118","SMD_0805_CAPC2012X145N","3082.677mil","3401.575mil","3082.677mil","3401.575mil","3047.244mil","3401.575mil","T","0.00","10uF"
"C117","SMD_0603_CAPC1608X95N","1622.498mil","3202.35mil","1622.498mil","3202.35mil","1653.995mil","3202.35mil","T","180.00","10uF"
"C116","SMD_0805_CAPC2012X145N","1271.653mil","3716.535mil","1271.653mil","3716.535mil","1307.087mil","3716.535mil","T","180.00","10uF"
"C115","SMD_0805_CAPC2012X145N","1271.653mil","3559.055mil","1271.653mil","3559.055mil","1307.087mil","3559.055mil","T","180.00","10uF"
"C114","SMD_0805_CAPC2012X145N","1271.653mil","3795.276mil","1271.653mil","3795.276mil","1307.087mil","3795.276mil","T","180.00","10uF"
"C113","SMD_0805_CAPC2012X145N","1271.653mil","3637.795mil","1271.653mil","3637.795mil","1307.087mil","3637.795mil","T","180.00","10uF"
"C112","SMD_0805_CAPC2012X145N","1618.11mil","3716.535mil","1618.11mil","3716.535mil","1582.677mil","3716.535mil","T","0.00","10uF"
"C111","SMD_0805_CAPC2012X145N","1618.11mil","3795.276mil","1618.11mil","3795.276mil","1582.677mil","3795.276mil","T","0.00","10uF"
"C110","SMD_0805_CAPC2012X145N","1405.512mil","3803.15mil","1405.512mil","3803.15mil","1405.512mil","3767.716mil","T","90.00","10uF"
"C11","SMD_0603_CAPC1608X95N","3311.024mil","1194.882mil","3311.024mil","1194.882mil","3342.52mil","1194.882mil","T","180.00","18pF"
"C109","SMD_0805_CAPC2012X145N","1618.11mil","3401.575mil","1618.11mil","3401.575mil","1582.677mil","3401.575mil","T","0.00","10uF"
"C108","SMD_0805_CAPC2012X145N","3082.677mil","3480.315mil","3082.677mil","3480.315mil","3047.244mil","3480.315mil","T","0.00","10uF"
"C106","SMD_0805_CAPC2012X145N","3082.677mil","3637.795mil","3082.677mil","3637.795mil","3047.244mil","3637.795mil","T","0.00","10uF"
"C100","SMD_0805_CAPC2012X145N","3082.677mil","3559.055mil","3082.677mil","3559.055mil","3047.244mil","3559.055mil","T","0.00","10uF"
"C10","SMD_0603_CAPC1608X95N","3435.039mil","1194.882mil","3435.039mil","1194.882mil","3403.543mil","1194.882mil","T","0.00","18pF"
"C1","SMD_0805_CAPC2012X145N","196.85mil","1535.433mil","196.85mil","1535.433mil","232.284mil","1535.433mil","T","180.00","22uF"

